run_id,seed,variant,host,date,code,range_std,ate,resample_rate,collapses,unique_after_resampling,max_weight_mean,ess_mean,ess_min,log_likelihood,log_likelihood_per_step,nees_mean,nees_median,position_rmse,heading_rmse,final_position_error,runtime_total_s,runtime_per_step_ms
c2991d695ba5,3,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0445241,0.3,0,0.536667,0.00107939,0.637946,0.274625,179.96,5.99865,3.9498,3.5321,0.0696863,0.0275226,0.022289,0.061845,2.0615
3d4e71a9be4f,4,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0587321,0.233333,0,0.477214,0.00112022,0.613233,0.172349,181.3,6.04335,4.58398,4.50636,0.0691708,0.0460998,0.0385703,0.0298828,0.996092
d2661e26db61,5,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0383722,0.2,0,0.474333,0.00120791,0.641064,0.223625,188.845,6.29482,1.19215,0.92415,0.0425362,0.0356097,0.0115644,0.0307314,1.02438
265fe42aacc0,6,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0397379,0.3,0,0.540611,0.000993367,0.659478,0.327786,187.472,6.24905,2.83623,2.96823,0.0631071,0.0337006,0.02398,0.0604131,2.01377
13311d81599f,7,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0566393,0.366667,0,0.532864,0.00102787,0.628438,0.278589,187.173,6.2391,6.61104,5.84028,0.106628,0.0547091,0.130276,0.0351388,1.17129
46ef73b52b3d,8,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0760872,0.266667,0,0.5035,0.00105854,0.627922,0.28293,174.209,5.80696,4.47399,4.40137,0.0873333,0.0622552,0.0149452,0.0305571,1.01857
4f0b024deaa3,9,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0413631,0.266667,0,0.534563,0.00122511,0.617314,0.282315,177.918,5.93061,0.610979,0.464915,0.0421432,0.0300404,0.0185764,0.0597744,1.99248
77a3d314ea5b,10,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0302914,0.233333,0,0.520429,0.00103372,0.66154,0.355104,188.49,6.28299,1.81515,1.83441,0.0489617,0.0196983,0.0479649,0.029698,0.989932
1aa6bbbab9c6,11,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0312907,0.2,0,0.5125,0.00121387,0.631739,0.336462,190.037,6.33457,3.70385,3.55023,0.0416968,0.0337902,0.0243376,0.0295016,0.983386
5083c6bf9aea,12,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0513413,0.233333,0,0.4805,0.00112006,0.626843,0.257581,177.775,5.92583,3.20098,2.69747,0.0689346,0.0475708,0.0484683,0.0297716,0.992387
4620748b8a91,13,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0490159,0.233333,0,0.507571,0.00116316,0.630209,0.301428,191.723,6.39078,2.33462,2.01747,0.0690047,0.0424305,0.0339502,0.0313047,1.04349
5dfc5501689b,14,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0451337,0.266667,0,0.51825,0.00124341,0.625957,0.324157,176.11,5.87034,2.29103,1.90913,0.0754326,0.0315382,0.0442621,0.0650594,2.16865
331eca8a55ea,15,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0574985,0.266667,0,0.536,0.00105345,0.644738,0.334806,183.219,6.10731,4.26908,4.87617,0.0894612,0.0436349,0.0045742,0.0624328,2.08109
590443185884,16,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0440688,0.233333,0,0.490429,0.00105532,0.644009,0.231325,198.351,6.61169,2.65924,2.30983,0.0550854,0.0337104,0.0149251,0.0650614,2.16871
d0844847bf00,17,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0652663,0.333333,0,0.5038,0.00110875,0.581282,0.19025,173.604,5.7868,2.09504,1.04311,0.0775915,0.0447774,0.044923,0.0649225,2.16408
4ff5ba816e26,18,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.036437,0.266667,0,0.5185,0.00110144,0.630591,0.347462,181.409,6.04696,4.5115,3.2689,0.0816782,0.0347586,0.10348,0.0334614,1.11538
fa9442ddde4a,19,0.337,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.337,0.0472404,0.333333,0,0.53545,0.00109844,0.626097,0.286442,184.071,6.13569,2.08615,1.96807,0.0665332,0.0417564,0.0515757,0.0354522,1.18174
ae2ac28b5d95,0,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0401529,0.266667,0,0.543438,0.00113744,0.654661,0.368125,157.541,5.25136,0.696883,0.534841,0.0448052,0.0312341,0.0143279,0.0312619,1.04206
dda96990dbce,1,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0487064,0.266667,0,0.498812,0.0011883,0.622407,0.277644,160.842,5.36139,0.719258,0.579183,0.0550707,0.0385256,0.0484325,0.0317759,1.0592
04f74aece41c,2,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0596242,0.3,0,0.52,0.000945925,0.665665,0.197149,153.397,5.11323,3.29733,3.21752,0.0913151,0.0378647,0.0280997,0.0651832,2.17277
fc9746e5568f,3,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0496214,0.3,0,0.537556,0.000967895,0.655463,0.364296,154.694,5.15645,4.39045,4.2453,0.0740858,0.0297955,0.0228601,0.0324022,1.08007
9c5d0b87b4af,4,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0683386,0.266667,0,0.526812,0.0010825,0.634655,0.287825,157.59,5.25299,4.66785,4.55374,0.0822334,0.0497466,0.0750301,0.0312266,1.04089
6e30fe3424ad,5,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0353687,0.2,0,0.51175,0.00125834,0.641318,0.280047,163.924,5.46412,1.26683,1.02365,0.0415013,0.0284036,0.00972608,0.0309706,1.03235
0ef58c035816,6,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0403111,0.266667,0,0.522625,0.00120449,0.62482,0.364667,162.946,5.43153,2.62405,2.60277,0.0654202,0.0324825,0.0250215,0.0631799,2.106
c3877025cbe9,7,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0601062,0.366667,0,0.537545,0.00112021,0.600296,0.291325,161.937,5.39789,3.29414,2.57549,0.104764,0.0533554,0.061294,0.0681552,2.27184
8fdfca733ef6,8,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0719904,0.3,0,0.542833,0.00101115,0.643133,0.320432,150.095,5.00316,3.69057,3.46949,0.0881199,0.0546386,0.0153039,0.0331856,1.10619
55327c46055b,9,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0478049,0.233333,0,0.5045,0.00105465,0.660659,0.273758,153.974,5.13246,1.05975,0.693241,0.0498495,0.0312438,0.0205961,0.0598235,1.99412
fef61103b913,10,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0364542,0.233333,0,0.523643,0.00120723,0.623228,0.312497,162.188,5.40628,1.798,1.92679,0.0603294,0.0199404,0.0644374,0.0299999,0.999998
8b19f9f703bd,11,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0353346,0.233333,0,0.519143,0.00123808,0.610084,0.362829,164.227,5.47424,3.97121,4.02871,0.0474344,0.036249,0.0238026,0.0298807,0.996024
8ceecc83ea86,12,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0601906,0.266667,0,0.477812,0.00112315,0.614603,0.252465,154.85,5.16167,3.25032,2.81332,0.0764352,0.0512136,0.0459551,0.0312795,1.04265
70e181a0e9fd,13,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0518337,0.2,0,0.516417,0.00133071,0.61213,0.325946,166.135,5.53784,1.87887,1.72815,0.068784,0.0429978,0.0313907,0.0301051,1.0035
c392732d3757,14,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0475163,0.266667,0,0.519937,0.00123984,0.623776,0.34136,154.561,5.15202,1.80803,1.43065,0.0767901,0.0319906,0.049967,0.0629422,2.09807
f8e2437bdfe9,15,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0633684,0.266667,0,0.544375,0.00104244,0.636844,0.382113,154.958,5.16527,4.93521,5.66176,0.0923886,0.0437167,0.0161136,0.0633349,2.11116
50b68c0f6943,16,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0519899,0.233333,0,0.485071,0.00113751,0.629504,0.181424,171.667,5.72223,2.97229,2.70607,0.063021,0.0338149,0.0268868,0.0617071,2.0569
f608225e78d9,17,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.069044,0.2,0,0.485333,0.0011725,0.621206,0.2566,149.042,4.96805,1.91402,1.16271,0.0856994,0.0487034,0.0562054,0.0289691,0.965635
4759710350e7,18,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0396388,0.266667,0,0.531875,0.00104252,0.63399,0.294713,157.965,5.26551,3.41563,2.67302,0.0834174,0.0335063,0.108025,0.0607901,2.02634
2fbf91ef7c5a,19,0.45,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.45,0.0479503,0.333333,0,0.5344,0.00109362,0.629461,0.30748,156.953,5.23176,1.84394,1.60361,0.0702107,0.0412752,0.0664243,0.0334949,1.1165
fe1cd452786f,0,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0424766,0.266667,0,0.5295,0.00116128,0.638581,0.28636,128.249,4.27496,0.833133,0.812574,0.0512287,0.0313953,0.014385,0.0308605,1.02868
9e643f368350,1,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0516585,0.333333,0,0.519,0.00101347,0.651551,0.301931,130.99,4.36635,0.7637,0.65472,0.0583958,0.0365175,0.0533435,0.0337445,1.12482
bb3e010d7549,2,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0592077,0.3,0,0.498944,0.00101398,0.639671,0.218674,125.286,4.1762,3.77336,3.18142,0.0997985,0.040674,0.0616299,0.0336952,1.12317
b39f03d4adca,3,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0546264,0.3,0,0.532667,0.00096455,0.652447,0.356157,125.351,4.17835,4.33809,4.42291,0.0793348,0.0322495,0.0238653,0.0619911,2.06637
e22d028df02a,4,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0746737,0.266667,0,0.513,0.00112423,0.610898,0.279997,129.087,4.30291,3.78577,3.70209,0.0892919,0.050873,0.0785406,0.0315591,1.05197
9e94123db7e5,5,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0338408,0.2,0,0.50025,0.00122961,0.650337,0.302451,135.125,4.50416,1.47917,1.11754,0.0428852,0.0261252,0.00947492,0.0294063,0.98021
c866fa633b86,6,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.043222,0.3,0,0.526167,0.00119104,0.621493,0.269158,134.178,4.47261,2.34413,2.09225,0.068829,0.0317961,0.0285374,0.0632896,2.10965
c0d6538d48bb,7,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0677756,0.366667,0,0.534227,0.0010023,0.625535,0.286903,133.987,4.46624,4.27532,3.97539,0.117505,0.054593,0.112137,0.0659638,2.19879
774712a613a6,8,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0787893,0.333333,0,0.5198,0.00104586,0.617274,0.200175,119.999,3.99998,4.05074,3.47511,0.0961298,0.0491995,0.0239462,0.0341637,1.13879
49889aef15b0,9,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0557718,0.233333,0,0.499143,0.00101985,0.664998,0.293285,125.661,4.18871,1.17974,0.948421,0.0604399,0.0335811,0.0298764,0.0293439,0.97813
2236725d6e40,10,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0396973,0.266667,0,0.524313,0.00103981,0.648781,0.275171,132.605,4.42016,2.32594,2.68122,0.070648,0.0216869,0.0783838,0.0802281,2.67427
d36bcfafecd5,11,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0380203,0.233333,0,0.520429,0.00123355,0.613749,0.369078,134.767,4.49222,4.19199,4.16242,0.0517955,0.0381799,0.0234394,0.0428027,1.42676
40943d60bc49,12,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0662707,0.266667,0,0.482625,0.001144,0.598944,0.239892,126.661,4.22202,2.48825,2.32808,0.0827403,0.0522462,0.0490755,0.0449187,1.49729
bc089d3cdf8f,13,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.054267,0.166667,0,0.4744,0.00134528,0.610349,0.279077,136.847,4.56156,1.66724,1.56931,0.0705401,0.0448711,0.0282577,0.0431374,1.43791
3bebda215953,14,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.050585,0.266667,0,0.537312,0.00127909,0.627838,0.261596,127.331,4.24437,1.81413,1.46499,0.0808072,0.0316094,0.0686091,0.0708258,2.36086
a9a61539e2e6,15,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0689298,0.233333,0,0.490929,0.00116722,0.642697,0.16634,123.925,4.13083,5.80478,6.93525,0.0974923,0.0514611,0.0240309,0.0719339,2.3978
8cbcfbd9e154,16,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0544524,0.233333,0,0.491286,0.00113067,0.630548,0.148986,141.722,4.72407,3.04355,2.57605,0.0674689,0.0341,0.0170214,0.0392179,1.30726
2000e9ed0e7a,17,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0728449,0.233333,0,0.499357,0.00108356,0.629173,0.249178,120.406,4.01354,2.20432,1.48995,0.0954357,0.0505444,0.0771764,0.0308059,1.02686
4cc346045ae8,18,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0432332,0.266667,0,0.529813,0.00112697,0.624863,0.255597,130.122,4.3374,2.72589,2.44947,0.0855973,0.033689,0.122108,0.0625703,2.08568
f67263998930,19,0.6,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.6,0.0497315,0.333333,0,0.52875,0.00113349,0.617234,0.314722,126.466,4.21553,1.59112,1.52184,0.0694495,0.040153,0.0625004,0.0645082,2.15027
7fd78b8d6104,0,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0440401,0.233333,0,0.5155,0.00116184,0.642729,0.27891,96.99,3.233,0.947724,0.808571,0.054348,0.030359,0.0113277,0.0302826,1.00942
47b1925ca2c5,1,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0525438,0.333333,0,0.53135,0.00101239,0.639683,0.258688,99.1638,3.30546,0.795633,0.637767,0.0614383,0.0411279,0.0605309,0.0341575,1.13858
4d4c06dc6a6d,2,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0640999,0.3,0,0.487056,0.00104836,0.628729,0.233385,94.7736,3.15912,3.71564,2.61148,0.10443,0.0410465,0.0519324,0.0602658,2.00886
6a48c9dd1089,3,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.059482,0.3,0,0.531611,0.000999189,0.639075,0.354174,93.7112,3.12371,4.18646,4.20456,0.0830635,0.0349307,0.0280489,0.032858,1.09527
a00fb0f7918d,4,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0788215,0.266667,0,0.508188,0.00119944,0.599507,0.271251,98.1171,3.27057,3.35913,2.97323,0.0938706,0.0525413,0.0951075,0.0314806,1.04935
57ea64b043d8,5,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0354301,0.2,0,0.511667,0.00148866,0.599025,0.308259,103.565,3.45215,1.70769,1.51221,0.0481414,0.0240828,0.0116018,0.0292665,0.975551
c8d2e36d6ace,6,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0428363,0.266667,0,0.528125,0.00122374,0.626056,0.364059,102.868,3.42895,2.50469,2.28208,0.0708506,0.0317877,0.0326397,0.0621811,2.0727
e1e0ec6a38f7,7,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0704563,0.4,0,0.539042,0.00107052,0.614401,0.272718,101.632,3.38772,4.31916,4.45451,0.122756,0.0572621,0.0806081,0.0683019,2.27673
dd9b6a40a1c2,8,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.063844,0.366667,0,0.516273,0.00122972,0.601874,0.206178,86.7578,2.89193,4.71913,4.4132,0.11196,0.0435817,0.0702532,0.0655399,2.18466
0bdc7c8b572a,9,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0629627,0.233333,0,0.501286,0.00103257,0.664896,0.308243,94.665,3.1555,1.7816,1.39495,0.0754208,0.0361481,0.0650341,0.0308426,1.02809
04c1e8318089,10,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0427328,0.266667,0,0.5175,0.00103422,0.650111,0.244669,100.993,3.36644,2.66597,3.07944,0.0787569,0.0232256,0.0905673,0.0607603,2.02534
e6531b968d95,11,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0413547,0.233333,0,0.5195,0.00124956,0.622592,0.341297,103.083,3.43609,4.09163,4.30848,0.0552544,0.0408797,0.0185979,0.0316837,1.05612
81a111e5916d,12,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0727958,0.266667,0,0.499812,0.00121126,0.609233,0.22714,95.6999,3.19,2.58953,2.33585,0.0915272,0.053001,0.0469236,0.031924,1.06413
0c3e043da889,13,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0568326,0.2,0,0.493167,0.00110163,0.664609,0.281641,105.198,3.50659,1.6358,1.47894,0.0728396,0.04649,0.0288339,0.0287347,0.957822
64031961c9a1,14,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0523135,0.266667,0,0.534625,0.00125009,0.653978,0.330245,97.5137,3.25046,1.57282,1.17285,0.0794593,0.0317633,0.0488491,0.0312872,1.04291
c91bf4aef6a8,15,0.8,labdesktop,2026-09-20T09:56:18+00:00,1073b69d29e5,0.8,0.0806352,0.266667,0,0.493625,0.001187,0.610838,0.167854,91.4081,3.04694,4.40532,4.59295,0.111061,0.0539901,0.0163222,0.0623662,2.07887
274671148513,16,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0605597,0.266667,0,0.478875,0.00112937,0.61557,0.119555,110.151,3.67171,3.05663,2.63695,0.0720808,0.0354191,0.0178425,0.034512,1.1504
a2f387d3d953,17,0.8,labdesktop,2026-09-20T09:56:17+00:00,1073b69d29e5,0.8,0.0729922,0.233333,0,0.482786,0.00112387,0.641063,0.247323,89.3265,2.97755,2.14802,1.47043,0.0988192,0.0513507,0.0898592,0.0306443,1.02148
47f8625d7d92,18,0.8,labdesktop,2026-09-20T09:56:18+00:00,1073b69d29e5,0.8,0.0447014,0.266667,0,0.522687,0.00116322,0.616372,0.223486,99.3639,3.31213,2.12434,1.94631,0.0846291,0.0339164,0.112938,0.0582423,1.94141
fc82f9c5876f,19,0.8,labdesktop,2026-09-20T09:56:18+00:00,1073b69d29e5,0.8,0.0507156,0.233333,0,0.494786,0.00129352,0.618175,0.296579,94.6207,3.15402,1.95568,1.5369,0.0773427,0.0403642,0.0745753,0.0296001,0.986668
